"id","name","price","description","color","size","stock","promo","fidelityPoint","createAt","updateAt","id_category","id_user"
"1557","Rice - Sushi","50.04","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Puce","XS","95","0571748368","25","2021-06-10 00:00:00","2021-09-14 00:00:00","151","1"
"1558","V8 Splash Strawberry Kiwi","30.56","Nullam sit amet turpis elementum ligula vehicula c","Green","3XL","27","5551206505","35","2020-05-19 00:00:00","2021-10-31 00:00:00","135","54"
"1559","Bread - Roll, Calabrese","9.18","Curabitur gravida nisi at nibh. In hac habitasse p","Maroon","3XL","4","2352775655","47","2021-04-28 00:00:00","2021-11-28 00:00:00","59","94"
"1560","Clams - Littleneck, Whole","35.12","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Red","2XL","37","7758984703","13","2021-09-25 00:00:00","2020-10-14 00:00:00","45","99"
"1561","Huck Towels White","84.82","Vestibulum quam sapien, varius ut, blandit non, in","Aquamarine","XL","66","8865333669","24","2020-10-14 00:00:00","2021-05-07 00:00:00","150","59"
"1562","Tomatoes","98.18","Duis aliquam convallis nunc. Proin at turpis a ped","Purple","2XL","25","2962106498","23","2021-01-07 00:00:00","2021-03-03 00:00:00","123","24"
"1563","Wine - Cahors Ac 2000, Clos","77.80","Vestibulum quam sapien, varius ut, blandit non, in","Fuscia","2XL","13","4661649141","48","2020-11-26 00:00:00","2020-10-12 00:00:00","147","25"
"1564","Egg Patty Fried","92.11","Quisque porta volutpat erat. Quisque erat eros, vi","Red","XL","94","6882898367","47","2021-03-09 00:00:00","2021-02-16 00:00:00","26","84"
"1565","Hummus - Spread","85.10","Sed ante. Vivamus tortor. Duis mattis egestas metu","Orange","XS","53","8758667989","29","2020-05-13 00:00:00","2020-11-21 00:00:00","125","97"
"1566","Soup - Campbells Chili","36.73","Cras mi pede, malesuada in, imperdiet et, commodo ","Orange","XL","4","6746483495","8","2021-05-04 00:00:00","2020-07-18 00:00:00","31","72"
"1567","Pork - Ham Hocks - Smoked","16.60","Morbi non lectus. Aliquam sit amet diam in magna b","Red","XS","84","8721435065","22","2021-12-08 00:00:00","2020-07-15 00:00:00","140","85"
"1568","Cake Circle, Paprus","26.75","In congue. Etiam justo. Etiam pretium iaculis just","Blue","XS","97","5315639169","27","2021-10-03 00:00:00","2020-06-11 00:00:00","53","97"
"1569","Ice Cream Bar - Drumstick","57.89","Nullam sit amet turpis elementum ligula vehicula c","Orange","3XL","66","5544212643","49","2020-06-04 00:00:00","2021-03-28 00:00:00","31","39"
"1570","Bread - French Baquette","44.23","Maecenas leo odio, condimentum id, luctus nec, mol","Maroon","2XL","92","9240448330","27","2020-09-10 00:00:00","2021-04-08 00:00:00","117","54"
"1571","Rum - Spiced, Captain Morgan","45.86","Duis bibendum, felis sed interdum venenatis, turpi","Aquamarine","L","29","7801757424","34","2021-05-13 00:00:00","2021-09-26 00:00:00","130","77"
"1572","Cherries - Frozen","7.70","Morbi porttitor lorem id ligula. Suspendisse ornar","Khaki","2XL","30","5710166510","24","2020-04-30 00:00:00","2020-12-20 00:00:00","126","4"
"1573","Flour - Masa De Harina Mexican","68.58","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Goldenrod","2XL","33","4404407297","22","2020-04-27 00:00:00","2021-03-21 00:00:00","145","52"
"1574","Pork - Backfat","42.82","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Fuscia","2XL","52","3260382291","11","2021-02-15 00:00:00","2020-10-08 00:00:00","130","94"
"1575","Flour - Buckwheat, Dark","80.15","Sed ante. Vivamus tortor. Duis mattis egestas metu","Crimson","S","91","6661182717","20","2020-08-13 00:00:00","2021-02-13 00:00:00","158","74"
"1576","Crackers - Trio","89.94","Aliquam quis turpis eget elit sodales scelerisque.","Maroon","M","25","1658949234","22","2020-08-24 00:00:00","2020-04-15 00:00:00","3","12"
"1577","Beer - Muskoka Cream Ale","30.22","Proin interdum mauris non ligula pellentesque ultr","Blue","S","87","6853586565","29","2020-01-28 00:00:00","2021-04-09 00:00:00","47","28"
"1578","Bread - Sour Sticks With Onion","10.59","Aenean fermentum. Donec ut mauris eget massa tempo","Khaki","XS","65","2439217115","40","2021-03-20 00:00:00","2021-05-28 00:00:00","147","93"
"1579","Pastry - Baked Cinnamon Stick","37.40","Duis aliquam convallis nunc. Proin at turpis a ped","Red","M","44","1857270517","14","2020-06-19 00:00:00","2020-05-13 00:00:00","27","11"
"1580","Wine - White, Chardonnay","37.58","Mauris enim leo, rhoncus sed, vestibulum sit amet,","Violet","3XL","55","0735965870","34","2020-04-24 00:00:00","2020-07-07 00:00:00","148","42"
"1581","Garbage Bag - Clear","15.49","Morbi non lectus. Aliquam sit amet diam in magna b","Puce","M","81","9301780054","35","2020-11-11 00:00:00","2020-05-29 00:00:00","36","65"
"1582","Onions - Spanish","87.01","Integer ac leo. Pellentesque ultrices mattis odio.","Yellow","S","28","0745398111","35","2021-07-14 00:00:00","2020-07-14 00:00:00","139","58"
"1583","Garlic - Peeled","92.71","Duis bibendum, felis sed interdum venenatis, turpi","Maroon","3XL","6","2556895632","15","2021-07-09 00:00:00","2021-01-13 00:00:00","44","75"
"1584","Chocolate - Liqueur Cups With Foil","15.58","Duis bibendum. Morbi non quam nec dui luctus rutru","Yellow","S","59","3878292465","43","2021-01-14 00:00:00","2020-10-01 00:00:00","128","96"
"1585","Garam Masala Powder","7.75","Phasellus sit amet erat. Nulla tempus. Vivamus in ","Fuscia","XS","58","7487168743","18","2021-03-10 00:00:00","2021-02-14 00:00:00","45","64"
"1586","Soup Campbells","100.43","Curabitur in libero ut massa volutpat convallis. M","Puce","3XL","89","2238745424","23","2021-06-04 00:00:00","2021-07-28 00:00:00","14","61"
"1587","Mahi Mahi","34.64","Morbi non lectus. Aliquam sit amet diam in magna b","Fuscia","XL","3","9095099156","17","2021-10-21 00:00:00","2020-12-28 00:00:00","26","30"
"1588","Lid - High Heat, Super Clear","23.67","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Khaki","XS","79","6137202976","12","2021-09-09 00:00:00","2020-11-02 00:00:00","49","1"
"1589","Cookie Double Choco","88.02","Maecenas tristique, est et tempus semper, est quam","Mauv","3XL","27","9052200645","8","2021-09-09 00:00:00","2021-06-10 00:00:00","45","24"
"1590","Tomatoes - Plum, Canned","12.40","Duis bibendum. Morbi non quam nec dui luctus rutru","Green","L","88","3323391497","43","2020-08-19 00:00:00","2021-02-28 00:00:00","117","89"
"1591","Chicken - Leg / Back Attach","79.58","Maecenas leo odio, condimentum id, luctus nec, mol","Teal","S","96","5227431884","38","2020-07-05 00:00:00","2020-10-15 00:00:00","12","12"
"1592","Wine - Fume Blanc Fetzer","72.44","Proin leo odio, porttitor id, consequat in, conseq","Fuscia","M","103","5821799139","17","2021-11-29 00:00:00","2020-08-23 00:00:00","12","87"
"1593","Asparagus - White, Fresh","59.37","Pellentesque at nulla. Suspendisse potenti. Cras i","Purple","L","63","6041025526","30","2020-11-09 00:00:00","2020-05-25 00:00:00","54","54"
"1594","French Pastry - Mini Chocolate","5.78","Proin leo odio, porttitor id, consequat in, conseq","Fuscia","XL","42","2646872410","28","2020-02-18 00:00:00","2020-06-04 00:00:00","47","71"
"1595","Syrup - Monin - Granny Smith","43.54","Suspendisse potenti. In eleifend quam a odio. In h","Puce","S","7","9275655804","8","2020-03-09 00:00:00","2021-12-19 00:00:00","6","70"
"1596","Lid - 3oz Med Rec","21.52","Mauris enim leo, rhoncus sed, vestibulum sit amet,","Turquoise","XL","36","2767220988","12","2021-06-19 00:00:00","2022-01-13 00:00:00","139","38"
"1597","Ginger - Ground","84.14","Integer ac leo. Pellentesque ultrices mattis odio.","Mauv","S","5","4803954380","49","2021-01-18 00:00:00","2020-12-06 00:00:00","52","86"
"1598","Cookies - Englishbay Chochip","91.89","Mauris enim leo, rhoncus sed, vestibulum sit amet,","Fuscia","3XL","4","2552330258","43","2021-01-04 00:00:00","2021-04-18 00:00:00","121","78"
"1599","Bagel - Everything Presliced","70.44","Maecenas leo odio, condimentum id, luctus nec, mol","Pink","XL","11","1458123979","37","2021-02-26 00:00:00","2020-12-30 00:00:00","46","62"
"1600","Wine - Champagne Brut Veuve","30.39","Duis consequat dui nec nisi volutpat eleifend. Don","Crimson","3XL","102","3941894471","21","2020-02-29 00:00:00","2020-06-16 00:00:00","16","52"
"1601","Cup - 4oz Translucent","36.41","Integer ac leo. Pellentesque ultrices mattis odio.","Blue","S","17","3930880806","8","2021-03-30 00:00:00","2021-12-29 00:00:00","12","94"
"1602","Lidsoupcont Rp12dn","66.66","Cum sociis natoque penatibus et magnis dis parturi","Mauv","XL","95","3983920934","33","2020-07-10 00:00:00","2021-07-10 00:00:00","122","35"
"1603","Wine - Chardonnay Mondavi","56.00","Cras non velit nec nisi vulputate nonummy. Maecena","Green","3XL","33","1878701401","26","2021-02-08 00:00:00","2021-03-27 00:00:00","145","35"
"1604","Bar Energy Chocchip","12.83","Nullam sit amet turpis elementum ligula vehicula c","Maroon","XL","67","8105846926","27","2021-01-31 00:00:00","2021-10-19 00:00:00","133","14"
"1605","Pasta - Fettuccine, Dry","52.28","Duis consequat dui nec nisi volutpat eleifend. Don","Crimson","XL","70","1682581608","32","2021-11-21 00:00:00","2021-12-17 00:00:00","150","2"
"1606","Ice Cream - Strawberry","69.36","Integer tincidunt ante vel ipsum. Praesent blandit","Pink","L","61","4891977817","16","2021-02-15 00:00:00","2021-06-30 00:00:00","51","12"
"1607","Spic And Span All Purpose","38.10","Lorem ipsum dolor sit amet, consectetuer adipiscin","Orange","XS","94","5513338173","49","2020-03-28 00:00:00","2020-09-01 00:00:00","56","67"
"1608","Tuna - Yellowfin","23.26","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Purple","L","100","2526593026","7","2021-10-23 00:00:00","2020-09-10 00:00:00","151","81"
"1609","Bagel - Sesame Seed Presliced","66.57","Nullam porttitor lacus at turpis. Donec posuere me","Goldenrod","XL","82","4546091354","45","2022-01-14 00:00:00","2021-08-19 00:00:00","5","83"
"1610","Butter - Salted, Micro","36.38","Nulla ut erat id mauris vulputate elementum. Nulla","Goldenrod","S","17","6497073051","41","2022-01-04 00:00:00","2020-07-30 00:00:00","131","93"
"1611","Capon - Breast, Wing On","43.61","Vestibulum quam sapien, varius ut, blandit non, in","Turquoise","XS","49","4376252042","45","2021-12-17 00:00:00","2021-02-08 00:00:00","144","72"
"1612","Cheese - Bakers Cream Cheese","16.74","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Violet","XL","92","7034910006","21","2021-03-18 00:00:00","2021-02-08 00:00:00","140","36"
"1613","Bar Special K","96.65","Curabitur in libero ut massa volutpat convallis. M","Aquamarine","XS","93","9090588817","31","2021-11-07 00:00:00","2021-06-03 00:00:00","137","17"
"1614","Wine - Marlbourough Sauv Blanc","38.09","Suspendisse potenti. In eleifend quam a odio. In h","Purple","M","13","4540085867","30","2020-05-01 00:00:00","2020-11-03 00:00:00","13","48"
"1615","Wine - White, Cooking","35.70","Nam ultrices, libero non mattis pulvinar, nulla pe","Indigo","S","50","5567507100","39","2021-02-18 00:00:00","2020-10-01 00:00:00","146","29"
"1616","Muffin Hinge - 211n","98.28","Phasellus in felis. Donec semper sapien a libero. ","Orange","XL","64","8953240581","49","2021-10-05 00:00:00","2021-02-10 00:00:00","39","94"
"1617","Pork - Liver","67.31","Fusce consequat. Nulla nisl. Nunc nisl.

Duis bi","Green","2XL","57","6848763187","45","2020-03-24 00:00:00","2021-05-30 00:00:00","155","52"
"1618","Lemonade - Strawberry, 591 Ml","27.35","Maecenas leo odio, condimentum id, luctus nec, mol","Blue","M","18","5020448605","46","2020-02-20 00:00:00","2020-06-27 00:00:00","15","67"
"1619","Beef - Ground Medium","19.76","Morbi non lectus. Aliquam sit amet diam in magna b","Aquamarine","L","37","9107675550","28","2021-06-09 00:00:00","2020-04-12 00:00:00","142","100"
"1620","Plate Foam Laminated 9in Blk","91.67","Maecenas ut massa quis augue luctus tincidunt. Nul","Orange","2XL","3","2844708498","8","2021-10-11 00:00:00","2021-11-27 00:00:00","134","52"
"1621","Fish - Base, Bouillion","19.02","Curabitur gravida nisi at nibh. In hac habitasse p","Blue","S","76","4859424700","22","2021-12-03 00:00:00","2020-07-01 00:00:00","142","99"
"1622","Pepper - Chili Powder","100.31","Phasellus sit amet erat. Nulla tempus. Vivamus in ","Turquoise","XL","63","8970607269","20","2021-03-03 00:00:00","2020-10-28 00:00:00","33","15"
"1623","Yogurt - Raspberry, 175 Gr","72.33","Duis bibendum. Morbi non quam nec dui luctus rutru","Turquoise","M","69","2938858361","47","2020-04-20 00:00:00","2020-10-29 00:00:00","141","42"
"1624","Lobster - Baby, Boiled","48.17","Sed sagittis. Nam congue, risus semper porta volut","Puce","M","11","9548842386","50","2020-10-27 00:00:00","2021-12-06 00:00:00","5","94"
"1625","Wine - Prosecco Valdobiaddene","76.75","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Goldenrod","XL","30","1572270993","25","2021-10-18 00:00:00","2020-03-27 00:00:00","37","81"
"1626","Campari","99.04","Praesent blandit. Nam nulla. Integer pede justo, l","Crimson","3XL","90","2567865675","6","2020-08-20 00:00:00","2021-04-22 00:00:00","42","60"
"1627","Apricots - Halves","52.10","Quisque porta volutpat erat. Quisque erat eros, vi","Aquamarine","XL","56","6068905861","38","2020-11-26 00:00:00","2020-06-25 00:00:00","145","68"
"1628","Apricots Fresh","9.40","Aenean fermentum. Donec ut mauris eget massa tempo","Mauv","M","90","8444882178","50","2021-10-13 00:00:00","2020-04-21 00:00:00","20","10"
"1629","Pasta - Orzo, Dry","70.96","Morbi porttitor lorem id ligula. Suspendisse ornar","Purple","XL","51","0942276604","36","2021-11-10 00:00:00","2021-08-11 00:00:00","130","66"
"1630","Pants Custom Dry Clean","10.49","Suspendisse potenti. In eleifend quam a odio. In h","Fuscia","XS","93","8793580797","42","2021-03-06 00:00:00","2021-08-27 00:00:00","41","32"
"1631","Heavy Duty Dust Pan","93.22","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Green","2XL","63","8780755283","48","2022-01-12 00:00:00","2021-11-17 00:00:00","154","83"
"1632","Wine - George Duboeuf Rose","65.68","In congue. Etiam justo. Etiam pretium iaculis just","Crimson","3XL","93","6588287917","6","2020-10-05 00:00:00","2021-10-28 00:00:00","123","89"
"1633","Cup - Paper 10oz 92959","82.77","Aliquam quis turpis eget elit sodales scelerisque.","Aquamarine","M","15","2852437740","13","2021-10-13 00:00:00","2020-08-31 00:00:00","43","29"
"1634","Onions - Pearl","84.83","In congue. Etiam justo. Etiam pretium iaculis just","Khaki","S","31","7140715475","28","2020-05-29 00:00:00","2020-12-18 00:00:00","58","97"
"1635","Lid Coffeecup 12oz D9542b","12.21","Proin leo odio, porttitor id, consequat in, conseq","Purple","3XL","97","9901963974","25","2021-11-08 00:00:00","2021-09-16 00:00:00","147","8"
"1636","Venison - Striploin","78.61","Aenean fermentum. Donec ut mauris eget massa tempo","Maroon","XL","51","3680753179","34","2020-11-26 00:00:00","2020-09-30 00:00:00","33","62"
"1637","Sugar - Individual Portions","82.70","Vestibulum quam sapien, varius ut, blandit non, in","Turquoise","XL","95","1678262110","29","2021-02-08 00:00:00","2020-06-17 00:00:00","4","68"
"1638","Muffin - Mix - Strawberry Rhubarb","62.54","Pellentesque at nulla. Suspendisse potenti. Cras i","Fuscia","L","44","9552435226","46","2020-12-18 00:00:00","2021-08-05 00:00:00","137","18"
"1639","Soup - Beef Conomme, Dry","54.97","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Red","L","5","0039083055","15","2021-08-18 00:00:00","2020-12-20 00:00:00","151","82"
"1640","Cheese - Taleggio D.o.p.","17.84","In hac habitasse platea dictumst. Etiam faucibus c","Aquamarine","2XL","9","1428787887","28","2021-09-14 00:00:00","2021-12-20 00:00:00","36","83"
"1641","Lettuce - Baby Salad Greens","88.62","Lorem ipsum dolor sit amet, consectetuer adipiscin","Turquoise","XL","20","4804665080","25","2021-12-27 00:00:00","2021-10-11 00:00:00","11","100"
"1642","Fork - Plastic","46.07","Cras mi pede, malesuada in, imperdiet et, commodo ","Aquamarine","S","90","4949853120","22","2020-07-10 00:00:00","2021-11-20 00:00:00","33","32"
"1643","Milk - Skim","73.91","Maecenas tristique, est et tempus semper, est quam","Crimson","3XL","75","5353531132","7","2020-07-16 00:00:00","2020-09-15 00:00:00","145","1"
"1644","Tea - Lemon Green Tea","61.47","Lorem ipsum dolor sit amet, consectetuer adipiscin","Orange","S","56","0344590011","24","2020-02-23 00:00:00","2020-05-10 00:00:00","48","59"
"1645","Sparkling Wine - Rose, Freixenet","64.71","Nam ultrices, libero non mattis pulvinar, nulla pe","Aquamarine","3XL","25","5838094591","49","2020-11-27 00:00:00","2021-06-30 00:00:00","145","92"
"1646","Cheese - Fontina","38.75","Fusce consequat. Nulla nisl. Nunc nisl.

Duis bi","Indigo","3XL","100","0328790435","15","2020-07-08 00:00:00","2021-12-16 00:00:00","16","5"
"1647","Pear - Asian","86.77","Nulla ut erat id mauris vulputate elementum. Nulla","Red","XL","7","2839529785","8","2021-07-16 00:00:00","2021-12-17 00:00:00","38","48"
"1648","Crab - Imitation Flakes","89.73","Vestibulum ac est lacinia nisi venenatis tristique","Maroon","XS","59","8148871116","8","2020-05-26 00:00:00","2020-05-11 00:00:00","36","78"
"1649","Island Oasis - Sweet And Sour Mix","55.57","Fusce posuere felis sed lacus. Morbi sem mauris, l","Turquoise","XS","7","7991871266","34","2021-10-27 00:00:00","2020-11-05 00:00:00","41","22"
"1650","Salmon Steak - Cohoe 8 Oz","101.95","Pellentesque at nulla. Suspendisse potenti. Cras i","Green","M","20","6962791038","31","2020-06-27 00:00:00","2020-05-03 00:00:00","29","97"
"1651","Wine - White, Antinore Orvieto","64.21","Nulla ut erat id mauris vulputate elementum. Nulla","Purple","S","58","9227527826","47","2020-05-01 00:00:00","2020-07-30 00:00:00","24","88"
"1652","Wine - Red, Gamay Noir","78.79","Sed sagittis. Nam congue, risus semper porta volut","Red","2XL","33","8808969606","39","2020-12-29 00:00:00","2020-07-11 00:00:00","32","49"
"1653","Wine - Red Oakridge Merlot","76.04","Duis aliquam convallis nunc. Proin at turpis a ped","Pink","S","14","3509301390","26","2020-08-22 00:00:00","2021-06-30 00:00:00","8","37"
"1654","Haggis","30.05","Aenean fermentum. Donec ut mauris eget massa tempo","Khaki","M","6","6294636744","11","2021-05-28 00:00:00","2021-11-10 00:00:00","7","68"
"1655","Tahini Paste","84.90","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Teal","3XL","22","2880113318","34","2021-07-28 00:00:00","2021-09-23 00:00:00","4","69"
"1656","Foie Gras","95.97","Integer ac leo. Pellentesque ultrices mattis odio.","Goldenrod","XS","74","1525258605","27","2020-07-10 00:00:00","2021-11-09 00:00:00","120","46"
"1657","Wine - Spumante Bambino White","68.35","Proin interdum mauris non ligula pellentesque ultr","Goldenrod","XL","79","3608542906","15","2020-07-12 00:00:00","2021-03-07 00:00:00","117","81"
"1658","Pork - Butt, Boneless","12.84","Nulla ut erat id mauris vulputate elementum. Nulla","Aquamarine","L","21","3201889326","40","2021-05-10 00:00:00","2021-10-11 00:00:00","132","1"
"1659","Yogurt - Strawberry, 175 Gr","20.86","Nullam sit amet turpis elementum ligula vehicula c","Mauv","2XL","16","2688677578","29","2021-09-30 00:00:00","2021-08-25 00:00:00","56","97"
"1660","Wine - Wyndham Estate Bin 777","24.64","Duis bibendum. Morbi non quam nec dui luctus rutru","Pink","XS","41","2022392361","13","2021-10-11 00:00:00","2021-10-05 00:00:00","50","99"
"1661","Tea Leaves - Oolong","38.47","Quisque porta volutpat erat. Quisque erat eros, vi","Turquoise","XS","23","3721905121","9","2021-11-01 00:00:00","2021-12-09 00:00:00","145","65"
"1662","Bay Leaf","8.17","Nullam sit amet turpis elementum ligula vehicula c","Yellow","XL","100","3490399102","24","2021-08-25 00:00:00","2021-08-11 00:00:00","20","83"
"1663","Pepper - Green, Chili","78.43","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Indigo","XL","79","3996261772","26","2021-06-09 00:00:00","2021-05-18 00:00:00","130","67"
"1664","Duck - Legs","51.02","Maecenas tristique, est et tempus semper, est quam","Yellow","3XL","63","3368371673","41","2021-05-11 00:00:00","2020-09-05 00:00:00","117","23"
"1665","Pancetta","91.36","Fusce consequat. Nulla nisl. Nunc nisl.

Duis bi","Khaki","XS","96","8450139872","19","2020-08-27 00:00:00","2021-10-28 00:00:00","37","56"
"1666","Nestea - Ice Tea, Diet","60.75","Nulla ut erat id mauris vulputate elementum. Nulla","Purple","M","26","6395805142","37","2021-04-20 00:00:00","2021-06-19 00:00:00","8","97"
"1667","Mustard - Seed","100.82","Aliquam quis turpis eget elit sodales scelerisque.","Goldenrod","2XL","12","7293938470","38","2020-12-19 00:00:00","2021-04-07 00:00:00","48","1"
"1668","Ham - Virginia","40.40","Proin interdum mauris non ligula pellentesque ultr","Mauv","M","7","3665288975","42","2020-04-12 00:00:00","2020-10-27 00:00:00","124","61"
"1669","Crackers - Soda / Saltins","68.17","Cum sociis natoque penatibus et magnis dis parturi","Mauv","XL","51","6917438715","6","2020-04-09 00:00:00","2021-05-21 00:00:00","138","100"
"1670","Cheese - Asiago","11.57","Nam ultrices, libero non mattis pulvinar, nulla pe","Fuscia","XL","99","2256363406","44","2021-05-13 00:00:00","2020-04-24 00:00:00","33","17"
"1671","Spice - Peppercorn Melange","47.62","Integer tincidunt ante vel ipsum. Praesent blandit","Puce","XS","5","9784316218","35","2021-08-12 00:00:00","2020-12-27 00:00:00","61","75"
"1672","Pasta - Ravioli","69.13","Maecenas leo odio, condimentum id, luctus nec, mol","Orange","2XL","77","3371918637","35","2020-12-31 00:00:00","2021-09-26 00:00:00","40","2"
"1673","Pop - Club Soda Can","27.48","Vestibulum quam sapien, varius ut, blandit non, in","Aquamarine","XS","72","1624500412","17","2021-11-15 00:00:00","2021-04-13 00:00:00","4","50"
"1674","Turnip - White, Organic","37.40","Aenean lectus. Pellentesque eget nunc. Donec quis ","Turquoise","XL","93","4821172194","49","2021-01-23 00:00:00","2021-06-23 00:00:00","7","12"
"1675","Puff Pastry - Slab","5.54","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Blue","XL","36","5902397243","27","2021-08-05 00:00:00","2021-12-08 00:00:00","151","72"
"1676","Petit Baguette","100.68","Curabitur gravida nisi at nibh. In hac habitasse p","Crimson","XS","37","9723062356","22","2021-10-21 00:00:00","2020-07-26 00:00:00","14","72"
"1677","Lamb - Rack","91.93","Sed ante. Vivamus tortor. Duis mattis egestas metu","Mauv","3XL","30","3935152191","13","2021-03-29 00:00:00","2020-03-21 00:00:00","127","67"
"1678","Ice Cream - Strawberry","39.90","Fusce posuere felis sed lacus. Morbi sem mauris, l","Green","XS","43","1801845808","39","2021-02-23 00:00:00","2021-08-03 00:00:00","154","58"
"1679","Silicone Paper 16.5x24","26.24","Quisque id justo sit amet sapien dignissim vestibu","Aquamarine","XL","90","7262214187","48","2020-03-02 00:00:00","2021-11-04 00:00:00","146","92"
"1680","Iced Tea Concentrate","60.89","Aliquam quis turpis eget elit sodales scelerisque.","Indigo","XL","21","4673093429","14","2021-08-27 00:00:00","2021-09-14 00:00:00","142","49"
"1681","Beer - Blue Light","58.79","Curabitur in libero ut massa volutpat convallis. M","Green","XS","35","7650666891","28","2021-02-25 00:00:00","2021-12-12 00:00:00","147","21"
"1682","Pepper - Pablano","7.01","Mauris enim leo, rhoncus sed, vestibulum sit amet,","Blue","S","47","6315798551","48","2020-05-26 00:00:00","2020-10-05 00:00:00","31","40"
"1683","Shrimp - Black Tiger 26/30","78.39","Nulla ut erat id mauris vulputate elementum. Nulla","Maroon","XS","88","2777770735","25","2020-12-14 00:00:00","2021-09-22 00:00:00","45","72"
"1684","Swordfish Loin Portions","28.54","Nam ultrices, libero non mattis pulvinar, nulla pe","Pink","XL","7","4528584492","35","2022-01-07 00:00:00","2020-09-06 00:00:00","142","80"
"1685","Arctic Char - Fresh, Whole","6.35","Nullam sit amet turpis elementum ligula vehicula c","Khaki","M","20","6487073369","44","2020-07-18 00:00:00","2020-09-07 00:00:00","31","74"
"1686","Pepper - Scotch Bonnet","44.13","Donec diam neque, vestibulum eget, vulputate ut, u","Red","XS","26","5427335188","30","2020-05-11 00:00:00","2020-10-08 00:00:00","26","56"
"1687","Wine - Jaboulet Cotes Du Rhone","88.15","Integer ac leo. Pellentesque ultrices mattis odio.","Orange","XS","26","1808990447","45","2021-06-13 00:00:00","2021-05-06 00:00:00","140","93"
"1688","Ham - Black Forest","68.94","In congue. Etiam justo. Etiam pretium iaculis just","Mauv","S","76","5481426005","14","2020-12-22 00:00:00","2021-06-26 00:00:00","52","23"
"1689","Beer - True North Strong Ale","7.96","Aenean fermentum. Donec ut mauris eget massa tempo","Khaki","L","34","0290564425","14","2020-02-27 00:00:00","2020-04-17 00:00:00","4","11"
"1690","Appetizer - Escargot Puff","97.58","Duis aliquam convallis nunc. Proin at turpis a ped","Aquamarine","L","82","3061550569","26","2020-06-06 00:00:00","2021-11-12 00:00:00","154","52"
"1691","Apple - Northern Spy","76.34","Morbi non lectus. Aliquam sit amet diam in magna b","Purple","XL","14","9470927249","41","2020-07-30 00:00:00","2020-04-29 00:00:00","59","15"
"1692","Cake Slab","94.31","Pellentesque at nulla. Suspendisse potenti. Cras i","Goldenrod","XS","33","0071124829","47","2020-01-17 00:00:00","2020-03-27 00:00:00","136","42"
"1693","Foam Cup 6 Oz","24.41","Morbi porttitor lorem id ligula. Suspendisse ornar","Mauv","M","24","1437279465","46","2020-02-14 00:00:00","2021-03-11 00:00:00","59","30"
"1694","Pecan Raisin - Tarts","5.20","Duis aliquam convallis nunc. Proin at turpis a ped","Fuscia","S","32","2150051109","24","2021-11-09 00:00:00","2020-05-20 00:00:00","4","28"
"1695","Wine - Shiraz Wolf Blass Premium","37.26","Phasellus in felis. Donec semper sapien a libero. ","Goldenrod","2XL","23","8501666742","46","2021-11-18 00:00:00","2021-06-29 00:00:00","127","51"
"1696","Cheese - Woolwich Goat, Log","95.72","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Orange","M","68","6698861324","13","2021-05-26 00:00:00","2021-07-08 00:00:00","14","17"
"1697","Cheese - Brie","12.45","Maecenas tristique, est et tempus semper, est quam","Aquamarine","XL","35","9517937431","17","2020-04-30 00:00:00","2020-08-10 00:00:00","33","73"
"1698","Wine - Chablis J Moreau Et Fils","43.22","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Blue","M","14","6811577762","45","2020-06-26 00:00:00","2021-12-15 00:00:00","3","45"
"1699","Buttons","51.96","Fusce consequat. Nulla nisl. Nunc nisl.

Duis bi","Mauv","M","11","8776783553","13","2020-07-23 00:00:00","2021-01-28 00:00:00","29","100"
"1700","Chicken - Leg, Fresh","85.12","Fusce consequat. Nulla nisl. Nunc nisl.

Duis bi","Teal","M","40","9460085849","40","2021-06-05 00:00:00","2021-04-26 00:00:00","145","23"
"1701","Garbage Bags - Black","88.91","Sed ante. Vivamus tortor. Duis mattis egestas metu","Pink","L","15","8636216419","20","2021-11-25 00:00:00","2020-10-26 00:00:00","9","29"
"1702","Pepper - Cayenne","95.29","Morbi porttitor lorem id ligula. Suspendisse ornar","Fuscia","M","84","8349227621","8","2021-09-27 00:00:00","2021-12-19 00:00:00","25","16"
"1703","Chicken Breast Halal","86.74","Aliquam quis turpis eget elit sodales scelerisque.","Orange","XS","15","0845048686","23","2021-07-27 00:00:00","2021-10-13 00:00:00","10","100"
"1704","Pork - Bones","11.96","Praesent id massa id nisl venenatis lacinia. Aenea","Turquoise","S","20","2980780332","47","2021-03-29 00:00:00","2021-01-14 00:00:00","14","16"
